Día;Fecha;Inicio solicitud;Fin solicitud;Cuadrillas;N°;Identificador;Caso;Tipo;Tipo de faena;Sector afectado;Dirección de referencia;Objeto de referencia;Jerarquía de red;Tipo de contexto;ID del contexto;Descripción del trabajo;Resultado;Área solicitante;Solicitante;Área de cobertura;Clientes afectados;Inicio planificado;Fin planificado;Duración planificada;Duración de tareas programadas;Tiempo excedido;Inicio corte real;Fin corte real;Duración corte real;Observaciones;Estado;Circuito de aprobación;Comentarios de cierre
MARTES;2023-01-10;08:00:00;14:00:00;OP-Guardia AT La Plata;58;PI-2023-00107;968873;Permiso de trabajo en AT;Mantenimiento Correctivo;;528 E 146 y 147;190-B-SE-598-2;;Plan de Mantenimiento;Semana 02;SE La Plata C. 598: Reponer PAT Secc B2 Fase S. ;Excedida;Transmisión;victor faes;San Carlos;0;07:12:06;05:49:32;22:37:26;00:05:00;21:44:32.495;;;;Mapro sec barra 2;cerrada (hecha);Fuera de plazo;
MARTES;2023-01-10;08:00:00;14:00:00;;59;PI-2023-00106;968871;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;Ruta 2 y 515 (Abasto);092-TR3;;Plan de Mantenimiento;Semana 02;SE Kaiser TR N°3: Cambio de silicagel;Normal;Transmisión;victor faes;Abasto;0;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Fuera de plazo;
MARTES;2023-01-10;08:00:00;15:00:00;OP-Guardia AT La Plata;60;PI-2023-00103;968872;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-599;;Plan de Mantenimiento;Semana 02;L. 599: Poda ;Normal;Transmisión;victor faes;San Carlos;0;;;;00:05:00;;;;;tareas realiz;cerrada (hecha);Fuera de plazo;
MARTES;2023-01-10;09:00:00;15:00:00;;61;PI-2023-00121;968963;Permiso de trabajo en MT;Obra estructural;No afecta clientes;461b entre RP14 y 12b (City Bell);TMT30008553;;Ingeniería y Obras;117091;Se realiza poda y acondicionamiento de LAMT hoy fuera de servicio sobre calle 461b entre camino Centenario y vías del FFCC;Normal;Planificación;José Garcia;City Bell;0;;;;05:05:00;;;;;q;cerrada (hecha);Fuera de plazo;f
MARTES;2023-01-10;10:00:00;14:00:00;;62;PI-2023-00120;968885;Permiso de trabajo en MT;Mantenimiento Correctivo;DESDE CALLE 14 HASTA 16 Y DESDE 51 A 53. Y DESDE AV 13 HASTA CALLE 15 Y DE 54 A 56;Avenida 51 y 15 (La Plata);CS 15 y 51;09506 [095 PAZ];Solicitud Usuario;M-014663;PUESTA EN SERVICIO DE CASMT REPARADO;Cancelada;Redes Subterráneas;Hernan Vior;La Plata;5053;;;;;;09:03:19;11:51:10;02:47:50;T;cerrada, cancelada (Error de Operador);Fuera de plazo;U
MARTES;2023-01-10;14:00:00;17:00:00;;63;PI-2023-00108;968869;Permiso de trabajo en AT;Mantenimiento Correctivo;;528 y 146 (San Carlos);190-B-TV-1;;Plan de Mantenimiento;Semana 02;SE La Plata Med Barra 1 132 kV: Reponer PAT;Cancelada;Transmisión;victor faes;San Carlos;0;;;;00:05:25;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;Realizado
MIéRCOLES;2023-01-11;07:00:00;14:00:00;;64;PI-2023-00087;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-E-IN-AC1A;;Plan de Mantenimiento;semana 2;Ensayos interruptor y señalización;Normal;Transmisión;Maximiliano Yordaz;;;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Circuito de aprobación normal;
MIéRCOLES;2023-01-11;07:30:22;13:00:22;;65;PI-2023-00053;967691;Permiso de trabajo en MT;Mantenimiento Preventivo;;HIPODROMO - PISTA;170612;09836 [098 TOLOSA];Plan de Mantenimiento;007;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Cancelada;Programación de operación - Distribución;juan coto;La Plata;0;;;;05:30:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;
MIéRCOLES;2023-01-11;07:30:22;13:00:22;;66;PI-2023-00054;967689;Permiso de trabajo en MT;Mantenimiento Preventivo;;62 Y 2;171074;09612 [096 DIQUE];Plan de Mantenimiento;007;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Cancelada;Programación de operación - Distribución;juan coto;La Plata;0;;;;05:30:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;
MIéRCOLES;2023-01-11;07:30:22;13:00:22;;67;PI-2023-00052;967690;Permiso de trabajo en MT;Mantenimiento Preventivo;;Cno.Vergara y 132;300027;09627 [096 DIQUE];Plan de Mantenimiento;006;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Cancelada;Programación de operación - Distribución;juan coto;Ensenada;0;;;;05:30:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;
MIéRCOLES;2023-01-11;07:30:22;13:00:22;;68;PI-2023-00049;967692;Permiso de trabajo en MT;Mantenimiento Preventivo;;MIGUEL CAMPODONICO S.A. 2 E/ 57 Y 58;170015;09320 [093 ROCHA];Plan de Mantenimiento;006;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Cancelada;Programación de operación - Distribución;juan coto;La Plata;0;;;;05:30:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;
MIéRCOLES;2023-01-11;08:00:00;11:00:00;;69;PI-2023-00035;967272;Permiso de trabajo en BT;Mantenimiento Preventivo;Calle 61 de 6 a 7 lado par.;61 y Diagonal 73 (La Plata);3186592,...;172283T1S2 [172283] / 09321 [093 ROCHA];Ingeniería y Obras;OT-117042;Retiro de conexión de obra en desuso en calle 61 N° 566 e/ 6 y 7.;Cancelada;Planificación;luciano canepa;La Plata;0;;;;03:05:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;
MIéRCOLES;2023-01-11;08:00:00;11:00:00;;70;PI-2022-04276;967273;PIFS Programado BT sin Modificación de Red;CASBT Reparación de conexión;de 44 a 46 y de 1 a 115;Avenida 1 y 45 (La Plata);TBT50283829;170024T1S1 [170024] / 09312 [093 ROCHA];IPOT;117042;1 entre 44 y 45;Cancelada;Planificación;gabriel escalante;La Plata;0;;;;03:05:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;
MIéRCOLES;2023-01-11;08:00:00;14:00:00;;71;PI-2023-00110;969266;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-E-IN-SIA;[096 DIQUE];Plan de Mantenimiento;Semana 02;SE Dique: Mant. Int. 67572 (pasillo).;Cancelada;Transmisión;victor faes;Ensenada;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;Realizado
MIéRCOLES;2023-01-11;08:00:00;14:00:00;;72;PI-2023-00109;969267;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-E-IN-AC1A;;Plan de Mantenimiento;Semana 02;SE Dique: Mant. Int. Acoplador Secc 1 13,2 kV + Int. 67572 (pasillo);Cancelada;Transmisión;victor faes;Ensenada;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;Realizado
MIéRCOLES;2023-01-11;08:00:00;15:00:00;OP-Guardia AT La Plata;73;PI-2023-00104;969269;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-599;;Plan de Mantenimiento;Semana 02;L. 599: Poda ;Cancelada;Transmisión;victor faes;San Carlos;0;;;;00:05:00;;;;;mmm;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;mm
MIéRCOLES;2023-01-11;08:30:00;18:00:00;;74;PI-2023-00125;969265;Permiso de trabajo en AT;Mantenimiento Preventivo;;Destileria La Plata;B6a6;;Plan de Mantenimiento;Sem. 2;Mant. Int. B6a5C + B6a5B Mant Secc. B6a6 + B6aA + B6aC;Cancelada;Transmisión;Daniel Perez;Ensenada;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;Realizado
MIéRCOLES;2023-01-11;09:00:00;14:00:00;;75;PI-2023-00093;968887;Permiso de trabajo en MT;Obra nueva instalacion;Camino Vec 1;ARRIAGA BAVIO;220320;29301 [293 BAVIO];Ingeniería y Obras;117123;Repotenciar CT 220320;Cancelada;Verónica;juan guarella;Magdalena;0;;;;05:15:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;Limpieza badeja, pedidos vencidos.
MIéRCOLES;2023-01-11;09:00:00;15:00:00;;76;PI-2023-00027;968888;Permiso de trabajo en MT;Obra nueva instalacion;Cliente Bagó;62 E/ 4 Y 5;172011;09316 [093 ROCHA];Plan de Mantenimiento;Telecontrol;Cableado de señales y prueba de comando eléctrico de las celdas, solo se afecta servicio al cliente;Normal;Redes Subterráneas - Laboratorio;Luciano Biagiola;La Plata;1;12:37:45;15:09:45;02:32:00;07:25:00;00:00:00;12:37:45;13:44:59;01:07:14;zdgh;cerrada (hecha);Circuito de aprobación normal;
MIéRCOLES;2023-01-11;10:00:00;15:00:00;OP-Guardia AT La Plata;77;PI-2023-00024;969270;Corte solicitado por tercero;Trabajo solicitado por tercero;;Destileria La Plata;193 YPF;;Solicitud Terceros;11012023;Inspección en equipos asociados a transformador Bm3 por parte del solicitante;Excedida;Transmisión;david borio;Ensenada;0;08:45:35;22:50:30;14:04:55;00:05:00;12:45:30.867;;;;mmmm;cerrada (hecha);Circuito de aprobación normal;
MIéRCOLES;2023-01-11;14:00:00;17:00:00;;78;PI-2023-00111;969268;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Correctivo;;528 y 146 (San Carlos);190-TR1;;Plan de Mantenimiento;Semana 02;SE La Plata TR N° 1: Verificar ventilador N° 1 y 13.;Normal;Transmisión;victor faes;San Carlos;0;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Fuera de plazo;
JUEVES;2023-01-12;07:00:00;14:00:00;OP-Guardia AT Magdalena;79;PI-2023-00089;969623;Permiso de trabajo en AT;Mantenimiento Correctivo;;De La Paz y Formigo;194-D-IN-01;[194 MAGDALENA];Plan de Mantenimiento;Semana 2;Ensayo interruptor y señalizacion desenganche sano;Excedida;Transmisión;Maximiliano Yordaz;Magdalena;0;06:16:10;06:16:13;00:00:03;00:05:38;23:10:35.428;;;;se realiza mapro;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-01-12;07:30:22;13:00:22;;80;PI-2023-00061;967699;Permiso de trabajo en MT;Mantenimiento Preventivo;;VERARDO HNOS. 522 Y 120;171086;09809 [098 TOLOSA];Plan de Mantenimiento;007;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Cancelada;Programación de operación - Distribución;juan coto;Tolosa;0;;;;05:30:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;
JUEVES;2023-01-12;07:30:22;13:00:22;;81;PI-2023-00060;967698;Permiso de trabajo en MT;Mantenimiento Preventivo;;PAPELERA SAN JORGE 12 E/ 514 Y 515;170189;09823 [098 TOLOSA];Plan de Mantenimiento;007;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Cancelada;Programación de operación - Distribución;juan coto;Ringuelet;0;;;;05:30:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;
JUEVES;2023-01-12;07:30:22;13:00:22;;82;PI-2023-00059;967696;Permiso de trabajo en MT;Mantenimiento Preventivo;;CARREFOUR 514 Y CNO.BELGRANO;171160;09823 [098 TOLOSA];Plan de Mantenimiento;007;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Cancelada;Programación de operación - Distribución;juan coto;Ringuelet;0;;;;05:30:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;
JUEVES;2023-01-12;07:30:22;13:00:22;OP-Mant Subt -E1;83;PI-2023-00058;967695;Permiso de trabajo en MT;Mantenimiento Preventivo;;126 Y 46;300198;09627 [096 DIQUE];Plan de Mantenimiento;007;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Normal;Programación de operación - Distribución;juan coto;Ensenada;0;;;;05:30:00;;;;;iok;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-01-12;08:00:00;11:00:00;;84;PI-2023-00036;967271;Permiso de trabajo en BT;Mantenimiento Preventivo;Calle 5 de 59 a 60 lado par.;5 entre Avenida 60 y 59 (La Plata);3153718;170267T1S8 [170267] / 09302 [093 ROCHA];Ingeniería y Obras;OT-117042;Translado de conexión de obra en calle 5 N° 1334 e/ 59 y 60.;Cancelada;Planificación;luciano canepa;La Plata;0;;;;03:05:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;
JUEVES;2023-01-12;08:00:00;17:00:00;OP-Guardia AT Magdalena;85;PI-2023-00112;969624;Permiso de trabajo en AT;Mantenimiento Correctivo;;De La Paz y Formigo;194-D-IN-01;[194 MAGDALENA];Plan de Mantenimiento;Semana 02;SE Magdalena L. 19401: Mant. Int. + Secc Terminal + Revisar maniobra no carga resorte;Excedida;Transmisión;victor faes;Magdalena;7159;06:17:17;06:17:29;00:00:11;00:05:48;22:11:41.146;10:23:56;10:26:22;00:02:26;se realiza mapro;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-01-12;08:00:00;17:00:00;;86;PI-2023-00113;969622;Permiso de trabajo en MT;Mantenimiento Correctivo;;De La Paz y Formigo;194-D-IN-01;[194 MAGDALENA];Plan de Mantenimiento;Semana 02;SE Magdalena L. 19401: Mant. Int. + Secc Terminal + Revisar maniobra no carga resorte;Cancelada;Transmisión;victor faes;Magdalena;0;;;;00:06:20;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;Realizado
JUEVES;2023-01-12;08:00:00;17:00:00;;87;PI-2023-00147;;Permiso de trabajo en AT;Mantenimiento Correctivo;;De La Paz y Formigo;194-D-IN-01;[194 MAGDALENA];Plan de Mantenimiento;Semana 02;SE Magdalena L. 19401: Mant. Int. + Secc Terminal + Revisar maniobra no carga resorte;Cancelada;Transmisión;victor faes;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
VIERNES;2023-01-13;07:00:00;15:00:00;;88;PI-2023-00090;;Permiso de trabajo en AT;Mantenimiento Preventivo;-;CENTRO DE REDUCCION-PIPINAS;220197 PIPINAS;19502 [195 VERONICA];Plan de Mantenimiento;Semana 2;Ensayos prot propias y electricas del tr, ensayos interruptores primario y secundario;Cancelada;Transmisión;Maximiliano Yordaz;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
VIERNES;2023-01-13;07:00:00;15:00:00;OP-Guardia AT Magdalena;89;PI-2023-00145;969872;Permiso de trabajo en AT;Mantenimiento Preventivo;-;CENTRO DE REDUCCION-PIPINAS;220197 PIPINAS;19502 [195 VERONICA];Plan de Mantenimiento;Semana 2;Ensayos prot propias y electricas del tr, ensayos interruptores primario y secundario;Cancelada;Transmisión;Maximiliano Yordaz;Verónica;0;;;;04:00:00;;;;;Mapro ensayos prot propias ;cerrada, cancelada (Indisponibilidad por Razones Operativas);Fuera de plazo;Se prioriza terminar ensayos en 19401
VIERNES;2023-01-13;07:30:00;17:30:00;;90;PI-2023-00084;968989;Permiso de trabajo en MT;Mantenimiento Preventivo;;Avenida 137 y 621 (Eduardo Arana);TMT30014387;09401 [094 SUR];Plan de Mantenimiento;aviso I0002431 ;COLOCACION DE COLUMNA ARRANQUE DE RAMAL 172911 Y NUEVA CONEXION A LA RED EL CT172964 Y NUEVA INTERCONEXION DE NUEVO RAMAL Y CRUCE DE CALLE DE LA 137;Normal;Redes Aéreas;Javier Arias;Eduardo Arana;0;;;;;;07:58:34;08:01:24;00:02:50;CAMBIO DE COLUMNA;cerrada (hecha);Circuito de aprobación normal;
VIERNES;2023-01-13;07:30:22;13:00:22;OP - FICTICIA;91;PI-2023-00065;967700;Permiso de trabajo en MT;Mantenimiento Preventivo;;47 E/8 Y 9 -TELEFONICA-;170505;09818 [098 TOLOSA];Plan de Mantenimiento;009;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Normal;Programación de operación - Distribución;juan coto;La Plata;0;;;;05:30:00;;;;;.;cerrada (hecha);Circuito de aprobación normal;
VIERNES;2023-01-13;07:30:22;13:00:22;OP - FICTICIA;92;PI-2023-00064;967701;Permiso de trabajo en MT;Mantenimiento Preventivo;;MC.DONALD 47 E 7 Y 8;171247;09313 [093 ROCHA];Plan de Mantenimiento;008;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Normal;Programación de operación - Distribución;juan coto;La Plata;0;;;;05:30:00;;;;;.;cerrada (hecha);Circuito de aprobación normal;
VIERNES;2023-01-13;08:00:00;10:30:00;;93;PI-2022-04486;969294;Permiso de trabajo en MT;Obra nueva instalacion;no hay zona afectada;Avenida 25 entre 529 y 528 (Tolosa);TMT30055821;09829 [098 TOLOSA];Ingeniería y Obras;116879;nuevo ct 172973 100kva trifasico en 25 entre 529 y 530;Cancelada;Planificación;gabriel escalante;Tolosa;0;;;;05:15:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;Limpieza badeja, pedidos vencidos.
VIERNES;2023-01-13;08:00:00;14:00:00;OP-Guardia AT Magdalena;94;PI-2023-00148;969870;Permiso de trabajo en AT;Mantenimiento Correctivo;;De La Paz y Formigo;194-D-IN-01;[194 MAGDALENA];Plan de Mantenimiento;Semana 02;SE Magdalena L. 19401: Mant. Int.;Normal;Transmisión;victor faes;Magdalena;6823;;;;04:00:00;;18:26:57;18:33:25;00:06:28;Mapro Int 19401;cerrada (hecha);Fuera de plazo;
VIERNES;2023-01-13;08:00:00;15:00:00;OP-Guardia AT La Plata;95;PI-2023-00105;969876;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-583;;Plan de Mantenimiento;Semana 02;L. 583: Poda ;Normal;Transmisión;victor faes;San Carlos;0;;;;04:00:00;;;;;Poda L. 583;cerrada (hecha);Circuito de aprobación normal;
VIERNES;2023-01-13;09:00:00;15:00:00;OP-Guardia AT La Plata;96;PI-2023-00138;969970;PIFS Programado MT sin Modificación de Red;CASMT Tendido;No afecta clientes;9 y Cno. Belgrano;33468487;09250 [092 KAISER];IPOT;117043;Cableado MT desde AT hasta reconectadores en centro de rebaje 33/13,2 Kv SE City Bell.;Normal;Planificación;José Garcia;City Bell;0;;;;00:05:00;;;;;manobras;cerrada (hecha);Fuera de plazo;
VIERNES;2023-01-13;10:00:00;16:00:00;;97;PI-2023-00123;;Permiso de trabajo en MT;Obra nueva instalacion;De calle 445 a calle 46 y de calle 157 a calle 178, Las Banderitas , Arturo Seguí.;160 y 450 (City Bell);160y449;09916 [099 CITY BELL];Ingeniería y Obras;27420;Conecion de ramal de MT para alimentar nuevo CT para barrio El Capricho exp 27420.;Cancelada;Planificación;ismael aguilera;;;;;;;;;;;;cerrada, cancelada (Falta de Recursos);Circuito de aprobación normal;
VIERNES;2023-01-13;10:30:00;15:00:00;;98;PI-2023-00146;970026;Permiso de trabajo en MT;Obra nueva instalacion;P32 A P34;RP20;221388;;Ingeniería y Obras;117168;Colocación de nuevo CT 221388;Cancelada;Verónica;juan guarella;Magdalena;342;;;;;;09:36:32;18:02:52;08:26:20;CAMBIO DE POSTE Y COLOCACION DE PLAT 221388;cerrada, cancelada (Error de Operador);Fuera de plazo;D
VIERNES;2023-01-13;14:00:00;17:00:00;OP-Guardia AT La Plata;99;PI-2023-00150;969873;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;19013 [190 LA PLATA];[190 LA PLATA];Plan de Mantenimiento;semana 2-2023;MANT. INT. 13,2 N°16803-4771 OT (1032066-1038240);Cancelada;Transmisión;Jose Molteni;San Carlos;0;;;;04:00:00;;;;;Mapro suspendido;cerrada, cancelada (Indisponibilidad por Razones Operativas);Fuera de plazo;Temperaturas
SáBADO;2023-01-14;07:00:00;14:15:00;;100;PI-2023-00094;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096 DIQUE;;Plan de Mantenimiento;Semana 2;Ensayo interruptor;Normal;Transmisión;Maximiliano Yordaz;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
SáBADO;2023-01-14;07:30:22;13:00:22;;101;PI-2023-00069;;Permiso de trabajo en MT;Mantenimiento Preventivo;;69 entre 115 y 116 (La Plata);170619;09319 [093 ROCHA];Plan de Mantenimiento;011;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Cancelada;Programación de operación - Distribución;juan coto;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
SáBADO;2023-01-14;07:30:22;13:00:22;;102;PI-2023-00068;;Permiso de trabajo en MT;Mantenimiento Preventivo;;DISCO 56 E/ 5 Y DIAG.79;171398;09320 [093 ROCHA];Plan de Mantenimiento;011;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Cancelada;Programación de operación - Distribución;juan coto;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
SáBADO;2023-01-14;07:30:22;13:00:22;;103;PI-2023-00067;;Permiso de trabajo en MT;Mantenimiento Preventivo;;TEATRO ARGENTINO 51 Y 10;171831;09308 [093 ROCHA];Plan de Mantenimiento;010;Acceso a camara a nivel para contraste en de medicion en bornera auxiliar. La tarea se realiza sin corte;Cancelada;Programación de operación - Distribución;juan coto;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
SáBADO;2023-01-14;08:00:00;14:00:00;;104;PI-2023-00158;;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;19013 [190 LA PLATA];[190 LA PLATA];Plan de Mantenimiento;Semana 02;SE La Plata: Mant. Int. 16806, 4785, 4771 de 13.2 kV. Todos están en pasillo. ;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
DOMINGO;2023-01-15;07:00:00;14:15:00;;105;PI-2023-00155;970501;Permiso de trabajo en AT;Mantenimiento Preventivo;-;4 entre Avenida 44 y 45;093-SIB;[093 ROCHA];Plan de Mantenimiento;semana 02;Ensayos interruptores SI B 1406 y 1587;Cancelada;Transmisión;Maximiliano Yordaz;La Plata;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
